IndexNumber_Target,CCT_Target,Duv_Target,Duv_signed,CIEu1960_Target,CIEv1960_Target,CIEu1976_Target,CIEv1976_Target
50,2796,0.00300000000000007,-0.00300000000000007,0.259283884662449,0.347458568291943,0.259283884662449,0.521187852437915
51,2796,0.00600000000000014,-0.00600000000000014,0.260194884024898,0.344600233083886,0.260194884024898,0.516900349625829
52,2796,0.00900000000000011,-0.00900000000000011,0.261105883387346,0.341741897875829,0.261105883387346,0.512612846813744
53,2796,0.0120000000000001,-0.0120000000000001,0.262016882749795,0.338883562667772,0.262016882749795,0.508325344001659
54,2796,0.0150000000000002,-0.0150000000000002,0.262927882112244,0.336025227459715,0.262927882112244,0.504037841189573
55,2796,0.0180000000000001,-0.0180000000000001,0.263838881474693,0.333166892251659,0.263838881474693,0.499750338377488
56,2796,0.0210000000000001,-0.0210000000000001,0.264749880837142,0.330308557043602,0.264749880837142,0.495462835565402
57,2796,0.0240000000000002,-0.0240000000000002,0.265660880199591,0.327450221835545,0.265660880199591,0.491175332753317
58,2796,0.0270000000000001,-0.0270000000000001,0.266571879562039,0.324591886627488,0.266571879562039,0.486887829941232
59,2796,0.0300000000000001,-0.0300000000000001,0.267482878924488,0.321733551419431,0.267482878924488,0.482600327129146
60,2796,0.0330000000000002,-0.0330000000000002,0.268393878286937,0.318875216211374,0.268393878286937,0.478312824317061
61,2796,0.0360000000000001,-0.0360000000000001,0.269304877649386,0.316016881003317,0.269304877649386,0.474025321504975
62,2796,0.0390000000000001,-0.0390000000000001,0.270215877011835,0.31315854579526,0.270215877011835,0.46973781869289
63,2796,0.0420000000000002,-0.0420000000000002,0.271126876374283,0.310300210587203,0.271126876374283,0.465450315880805
64,2796,0.0450000000000001,-0.0450000000000001,0.272037875736732,0.307441875379146,0.272037875736732,0.461162813068719
65,2796,0.0480000000000001,-0.0480000000000001,0.272948875099181,0.304583540171089,0.272948875099181,0.456875310256634
66,2901,0.00299999999999993,0.00299999999999993,0.253210597088929,0.351753413688838,0.253210597088929,0.527630120533257
67,2901,0.00599999999999996,0.00599999999999996,0.252217187877859,0.354584162377677,0.252217187877859,0.531876243566515
68,2901,0.00899999999999988,0.00899999999999988,0.251223778666788,0.357414911066515,0.251223778666788,0.536122366599772
69,2901,0.012,0.012,0.250230369455717,0.360245659755353,0.250230369455717,0.54036848963303
70,2901,0.015,0.015,0.249236960244647,0.363076408444192,0.249236960244647,0.544614612666287
71,2901,0.018,0.018,0.248243551033576,0.36590715713303,0.248243551033576,0.548860735699545
72,2901,0.0209999999999999,0.0209999999999999,0.247250141822505,0.368737905821868,0.247250141822505,0.553106858732802
73,2901,0.0239999999999999,0.0239999999999999,0.246256732611435,0.371568654510707,0.246256732611435,0.55735298176606
74,2901,0.027,0.027,0.245263323400364,0.374399403199545,0.245263323400364,0.561599104799318
75,2901,0.0299999999999999,0.0299999999999999,0.244269914189293,0.377230151888383,0.244269914189293,0.565845227832575
76,2901,0.0329999999999999,0.0329999999999999,0.243276504978223,0.380060900577222,0.243276504978223,0.570091350865833
77,2901,0.036,0.036,0.242283095767152,0.38289164926606,0.242283095767152,0.57433747389909
78,2901,0.039,0.039,0.241289686556081,0.385722397954898,0.241289686556081,0.578583596932348
79,2901,0.0419999999999999,0.0419999999999999,0.240296277345011,0.388553146643737,0.240296277345011,0.582829719965605
80,2901,0.045,0.045,0.23930286813394,0.391383895332575,0.23930286813394,0.587075842998863
81,2901,0.048,0.048,0.238309458922869,0.394214644021413,0.238309458922869,0.59132196603212
82,2901,0,0,0.2542040063,0.348922665,0.2542040063,0.5233839975
83,2901,0.00299999999999993,-0.00299999999999993,0.255197415511071,0.346091916311162,0.255197415511071,0.519137874466743
84,2901,0.00599999999999996,-0.00599999999999996,0.256190824722141,0.343261167622323,0.256190824722141,0.514891751433485
85,2901,0.00899999999999988,-0.00899999999999988,0.257184233933212,0.340430418933485,0.257184233933212,0.510645628400228
86,2901,0.012,-0.012,0.258177643144283,0.337599670244647,0.258177643144283,0.50639950536697
87,2901,0.015,-0.015,0.259171052355353,0.334768921555808,0.259171052355353,0.502153382333712
88,2901,0.018,-0.018,0.260164461566424,0.33193817286697,0.260164461566424,0.497907259300455
89,2901,0.0209999999999999,-0.0209999999999999,0.261157870777495,0.329107424178132,0.261157870777495,0.493661136267197
90,2901,0.0239999999999999,-0.0239999999999999,0.262151279988565,0.326276675489293,0.262151279988565,0.48941501323394
91,2901,0.027,-0.027,0.263144689199636,0.323445926800455,0.263144689199636,0.485168890200683
92,2901,0.0299999999999999,-0.0299999999999999,0.264138098410707,0.320615178111617,0.264138098410707,0.480922767167425
93,2901,0.0329999999999999,-0.0329999999999999,0.265131507621777,0.317784429422778,0.265131507621777,0.476676644134167
94,2901,0.036,-0.036,0.266124916832848,0.31495368073394,0.266124916832848,0.47243052110091
95,2901,0.039,-0.039,0.267118326043919,0.312122932045102,0.267118326043919,0.468184398067652
96,2901,0.0419999999999999,-0.0419999999999999,0.268111735254989,0.309292183356263,0.268111735254989,0.463938275034395
97,2901,0.045,-0.045,0.26910514446606,0.306461434667425,0.26910514446606,0.459692152001138
98,2901,0.048,-0.048,0.270098553677131,0.303630685978587,0.270098553677131,0.45544602896788
99,3017,0.00299999999999999,0.00299999999999999,0.248887456628189,0.350160778584458,0.248887456628189,0.525241167876687
100,3017,0.00600000000000002,0.00600000000000002,0.247805440956378,0.352958856868916,0.247805440956378,0.529438285303374
101,3017,0.00900000000000006,0.00900000000000006,0.246723425284568,0.355756935153374,0.246723425284568,0.533635402730061
102,3017,0.012,0.012,0.245641409612757,0.358555013437832,0.245641409612757,0.537832520156748
103,3017,0.015,0.015,0.244559393940946,0.36135309172229,0.244559393940946,0.542029637583435
104,3017,0.0180000000000001,0.0180000000000001,0.243477378269135,0.364151170006748,0.243477378269135,0.546226755010123
105,3017,0.021,0.021,0.242395362597324,0.366949248291206,0.242395362597324,0.55042387243681
106,3017,0.024,0.024,0.241313346925514,0.369747326575665,0.241313346925514,0.554620989863497
107,3017,0.027,0.027,0.240231331253703,0.372545404860123,0.240231331253703,0.558818107290184
108,3017,0.03,0.03,0.239149315581892,0.375343483144581,0.239149315581892,0.563015224716871
109,3017,0.033,0.033,0.238067299910081,0.378141561429039,0.238067299910081,0.567212342143558
110,3017,0.036,0.036,0.23698528423827,0.380939639713497,0.23698528423827,0.571409459570245
111,3017,0.039,0.039,0.235903268566459,0.383737717997955,0.235903268566459,0.575606576996932
112,3017,0.0419999999999999,0.0419999999999999,0.234821252894649,0.386535796282413,0.234821252894649,0.579803694423619
