CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,Gesamtspektrum
3.9656936902705104e-05,0.0,0.00011749988814558998,0.0,0.0,0.0,0.0,0.000107120761090446,0.0147131143141908,0.0,8.75777337063368e-05,0.015064969634035877
5.0477433633626095e-05,0.0,0.000146276246862498,0.0,0.0,0.0,0.0,0.00014655271635311999,0.0165530330017381,0.0,0.000102278305089403,0.016998617703676746
6.53704565762785e-05,0.0,0.000180032705659428,0.0,0.0,0.0,0.0,0.000195068869388495,0.0183499456544234,0.0,0.000117930130596041,0.01890834781664364
8.147565025976871e-05,0.0,0.000219800880148506,0.0,0.0,0.0,0.0,0.00025029536474159103,0.0198235596244646,0.0,0.000132832992973266,0.02050796451258773
0.00010001180145099001,0.0,0.00026106202485858503,0.0,0.0,0.0,0.0,0.000320181965405283,0.0210236307784467,0.0,0.000146483343572381,0.02185136991373394
0.000121700092469594,0.0,0.0003182907183147,0.0,0.0,0.0,0.0,0.000410334934454565,0.0217803261836659,0.0,0.000160505228333479,0.02279115715723824
0.000149492318170829,0.0,0.000381799842300125,0.0,0.0,0.0,0.0,0.000513083871867889,0.0220335893094261,0.0,0.000171401737792093,0.023249367079557035
0.00017770166989401298,0.0,0.000440631417567556,0.0,0.0,0.0,0.0,0.000631918108914106,0.0218060528177884,0.0,0.000179387296303407,0.02323569131046748
0.000208716803409637,0.0,0.000509258869915453,0.0,0.0,0.0,0.0,0.0007806842942390759,0.021135200425902,0.0,0.000187173352134231,0.0228210337456004
0.00024279878773494502,0.0,0.0005839761854108099,0.0,0.0,0.0,0.0,0.000945055964548594,0.0200170562624762,0.0,0.000188512370730205,0.021977399570900752
0.000278842618509809,0.0,0.000668603861097748,0.0,0.0,0.0,0.0,0.00116903559317565,0.0184620910022829,0.0,0.00018758113183786498,0.02076615420690397
0.000323347258437864,0.0,0.000760106251812211,2.34048417262695e-05,0.0,0.0,0.0,0.00143285020691801,0.0168452458539063,0.0,0.000184503065524612,0.01956945747832527
0.000362009385084352,0.0,0.0008511894405044929,2.6045254077196398e-05,0.0,0.0,0.0,0.00170847231122733,0.0153027427047716,0.0,0.000175582296045022,0.018426041391709995
0.000403347111324593,0.0,0.0009419873715667869,3.20634323416103e-05,0.0,0.0,0.0,0.0020270794869411,0.013847087726446997,0.0,0.000164635245708676,0.017416200374329765
0.000443329141415276,0.0,0.00104427076813217,3.61274365628894e-05,0.0,0.0,0.0,0.00243978608149453,0.0124245007187417,0.0,0.00015224131764852,0.016540255463995086
0.000487554620259313,0.0,0.0011433529153383301,4.06203950541647e-05,0.0,0.0,0.0,0.00290981119394052,0.011128949607433998,0.0,0.000138011913822984,0.015848300645849307
0.000526685676509834,0.0,0.00123362362619975,4.9651581590502005e-05,0.0,0.0,0.0,0.00340985526180782,0.0100675786066238,0.0,0.000122720590754499,0.015410115343486205
0.000565193910880969,0.0,0.00132504056035236,5.90286874371532e-05,0.0,0.0,0.0,0.00395751307851717,0.00909662941415508,0.0,0.000107778347871707,0.015111183999214439
0.000601772381981921,0.0,0.0014221812323334802,6.88627499425287e-05,0.0,0.0,0.0,0.00463269711569925,0.00814380102856148,0.0,9.48742361436604e-05,0.014964188744662321
0.000646616442201642,0.0,0.0015174807704067,8.1990826943328e-05,0.0,0.0,0.0,0.00539509993441615,0.0073127987983241,0.0,8.21341907687505e-05,0.015036120963060671
0.000686404369848751,0.0,0.00160429467031173,9.81208420619029e-05,0.0,0.0,0.0,0.00616943625879217,0.00658113135751752,0.0,7.072219972708091e-05,0.015210109698259155
0.0007278795621318179,0.0,0.0016871611303952,0.000116775843352277,0.0,0.0,0.0,0.0069872950077637394,0.00587778372506768,0.0,6.1891639497302e-05,0.015458786908208016
0.0007710901883035059,0.0,0.00177949570696935,0.000139396427543504,0.0,0.0,0.0,0.00793784673024345,0.00518670077877419,0.0,5.34409130113366e-05,0.015867970744845333
0.0008244242990343451,0.0,0.0018831875723625301,0.000164798470866777,0.0,0.0,0.0,0.00895684773972215,0.00458995160606994,0.0,4.56763870756414e-05,0.016464886075131382
0.000876226651807321,0.0,0.00198313056054412,0.000195495280847339,0.0,0.0,0.0,0.00993506203527469,0.0040818659596276,0.0,3.97918367781695e-05,0.01711157232487924
0.000926704272066359,0.0,0.00209135090276666,0.00023130229419347597,0.0,0.0,0.0,0.0109566090909093,0.0036012551331432,0.0,3.5675450399396e-05,0.017842897143478392
0.000981722148076451,0.0,0.00221661713237203,0.000271982530342752,0.0,0.0,0.0,0.0120147376490706,0.00319194514945198,0.0,3.26933975169427e-05,0.018709698006830755
0.00103644603942677,0.0,0.00235634432575258,0.000320828274793219,0.0,0.0,0.0,0.0131856309997509,0.00280338625520357,0.0,2.86551081647333e-05,0.01973129100309177
0.00109437285469769,0.0,0.00250419706722603,0.000376628582269968,0.0,0.0,0.0,0.014384286745151001,0.0024661822602983197,0.0,2.59313237799026e-05,0.02085159883342291
0.00114190261431494,0.0,0.0026569732574462396,0.00043988421880009103,0.0,0.0,0.0,0.0155727627793387,0.00219701781908422,0.0,2.43651500543405e-05,0.022032905839038528
0.00118195179703598,0.0,0.00280474446233842,0.000510707921727472,0.0,0.0,0.0,0.0167916187370174,0.00195919719842897,0.0,2.24199482998212e-05,0.023270640064848063
0.0012097031603751599,0.0,0.00295478054800926,0.000596351731479762,0.0,0.0,0.0,0.018107765745406998,0.0017350437081441801,0.0,2.08035235611573e-05,0.024624448416976516
0.00122277845064181,0.0,0.00309904808898168,0.000694144159400621,0.0,0.0,0.0,0.0194780293875739,0.00153420471593408,0.0,1.84614688625886e-05,0.02604666627139468
0.00121802464328453,0.0,0.00321937457151973,0.000802702870259479,0.0,1.17115211871481e-05,0.0,0.0207614252997406,0.00137175090739177,0.0,1.7247197803387303e-05,0.027402237011186645
0.0011908307865588698,0.0,0.00331481602594994,0.000924480769018965,0.0,1.3835745091071699e-05,0.0,0.0219649253738706,0.00123247572959896,0.0,1.66254669859394e-05,0.028657989897074347
0.00114241237287659,0.0,0.0033728717915216698,0.00106864270988725,0.0,1.4707872511674401e-05,0.0,0.0230085412161302,0.0010951698240153,0.0,1.39725633436861e-05,0.02971631835028637
0.00106114055615574,0.0,0.00338945060709556,0.0012281040245602,0.0,1.68709620075689e-05,0.0,0.023775616058093998,0.0009685552830423449,0.0,1.2541949645542e-05,0.030452279440600954
0.000973015298359656,0.0,0.00335907766746338,0.00139626910114424,0.0,2.0198870933311302e-05,0.0,0.0241306254881992,0.000862555563020102,0.0,1.18724626095802e-05,0.030753614451729465
0.000872760239312375,0.0,0.00329111871613648,0.00158352148296922,0.0,2.27231121219888e-05,0.0,0.0240555216968552,0.000767773605397284,0.0,1.02868888245181e-05,0.030603705741617065
0.0007687430404320231,0.0,0.0031761272561087396,0.0018083338931998698,0.0,2.56371362846483e-05,1.25064552934815e-05,0.0234915663400486,0.000682785467492339,0.0,9.10058185011799e-06,0.029974800170709817
0.000656561855553818,0.0,0.0030254716809671603,0.00205798217736867,0.0,2.9055606148293104e-05,1.3025820437455901e-05,0.0224546146548711,0.000604284375580948,0.0,7.87043449955032e-06,0.028848866605426994
0.0005636593968637821,0.0,0.0028691996366358,0.00231670097134977,0.0,3.42997580756293e-05,1.45640240913418e-05,0.0210712909031393,0.000537862415449172,0.0,0.0,0.027407577105604795
0.00048151321933688495,0.0,0.0027041790664158604,0.0026011554489887697,0.0,3.96328096752114e-05,1.62375625682364e-05,0.0194514810574527,0.00048430405406407,0.0,0.0,0.025778503218501732
0.00041350019068414303,0.0,0.00252280331067297,0.00293517224094562,0.0,4.50546157855371e-05,1.80786728428367e-05,0.0175417212033333,0.000434182129494838,0.0,0.0,0.023910512363759247
0.00035206525385549,0.0,0.0023502966112477898,0.0032961223211589,0.0,5.17596097079766e-05,2.01418649667154e-05,0.015567276997478001,0.00038671793935299303,0.0,0.0,0.022024380597767866
0.000308504784913332,0.0,0.00220461066696571,0.00367312270185596,0.0,5.9340037431977796e-05,2.17447636385654e-05,0.013784015470916,0.00034863797728904304,0.0,0.0,0.02039997640301059
0.000274873472868127,0.0,0.00208446979827714,0.0041017845624334295,0.0,6.78425720831797e-05,2.29073164281683e-05,0.0121773229902332,0.000316512643870381,0.0,0.0,0.019045713356193626
0.000249172929913058,0.0,0.00197816243872937,0.0045942787015764396,0.0,7.82572764784672e-05,2.5750326592235802e-05,0.0106894185464333,0.000286784529274755,0.0,0.0,0.017901824748997625
0.00022699263114648598,0.0,0.0018884467553192102,0.0051202810164903394,0.0,9.077014031924491e-05,2.89329723932937e-05,0.00941993143532611,0.000259946458592165,0.0,0.0,0.01703530140958685
0.000210177777348774,0.0,0.0018207160197107,0.00567109342441283,0.0,0.00010453809723459499,3.09560967777163e-05,0.008426401955788159,0.000235980250281189,0.0,0.0,0.016499863621553965
0.00019520808636218102,0.0,0.00176401728702628,0.006261197835405571,0.0,0.000119328103880595,3.36216013070016e-05,0.00758052255730468,0.00021638926469113302,0.0,0.0,0.016170284735977442
0.000181413961754014,0.0,0.00171277182784093,0.006889227468017771,0.0,0.00013656191360790701,3.66655447108948e-05,0.0068738723575877,0.000201134727342657,0.0,0.0,0.016031647800861873
0.000168637406585336,0.0,0.00166690290804757,0.00758872056421751,0.0,0.00015666826563629098,3.98530011341497e-05,0.00624504692253565,0.00018455269566961002,0.0,0.0,0.016050381763826116
0.000155256244027785,0.0,0.00162376306127119,0.00829067357784142,0.0,0.000177887945852434,4.30240662364567e-05,0.00566849677771784,0.000167463833018875,0.0,0.0,0.016126565505966
0.000143186666636126,0.0,0.00158047114852382,0.00897737263143785,0.0,0.000201509262354072,4.630725436667e-05,0.00514859991153655,0.000154963568330999,0.0,0.0,0.016252410443186087
0.000131352935758232,0.0,0.0015363242999564,0.00967371300233471,0.0,0.00022951780203999902,5.06706798806677e-05,0.00465613663271606,0.000144650185920029,0.0,0.0,0.016422365538606095
0.00012095948162524,0.0,0.00148959717515125,0.0103557095783517,0.0,0.000262725036194295,5.6853765209797605e-05,0.00417084921062833,0.000134176695427898,0.0,0.0,0.01659087094258851
0.00011128792822416799,0.0,0.0014438773001473,0.0109807735250838,0.0,0.000300172758493348,6.222980657862471e-05,0.00371659942403814,0.000124741271586231,0.0,8.50246808676323e-06,0.016748184482238377
0.000103476976816482,0.0,0.0014047946213163699,0.0115203839326879,0.0,0.000339818460214096,6.728215319985551e-05,0.00331749431948615,0.00011853614328088899,0.0,8.30518702787468e-06,0.01688009179402962
9.70735667175213e-05,0.0,0.00137121527557653,0.0119761676416767,0.0,0.000382822261617516,7.388677213607409e-05,0.00293943333226733,0.000114315148694444,0.0,9.439991172033301e-06,0.01696435398985815
9.21751589571993e-05,0.0,0.00134217031693223,0.0123098487679288,0.0,0.000433913424773936,8.11658099440529e-05,0.0025695401384865603,0.000107532503008689,0.0,1.1586344248211e-05,0.01694793246427968
8.81690275773184e-05,0.0,0.00131882455110924,0.0125077136827295,0.0,0.0004927921714427269,8.99985479544537e-05,0.0022359813930977602,0.000100146666972431,0.0,1.45547725509311e-05,0.01684818081343436
8.581538034015509e-05,0.0,0.00130662115586763,0.0125553262955691,0.0,0.000554291719951547,9.91807913497703e-05,0.00196993558719097,9.675202754226541e-05,0.0,1.7415622189203e-05,0.01668533858000064
8.45011977198734e-05,0.0,0.00130422501278152,0.0124594682346246,0.0,0.0006221156318054691,0.000109125227600348,0.0017438449688805802,9.3285892340878e-05,0.0,2.03981090411846e-05,0.016436964274794453
8.41977444688955e-05,0.0,0.00130934342955518,0.0122198012052222,0.0,0.0006970341560053769,0.000121483731235779,0.0015512643902715199,8.916851615695791e-05,0.0,2.44858098950974e-05,0.016096778982811002
8.47180806791234e-05,0.0,0.00132282297352325,0.0118257078025333,0.0,0.000783581965391246,0.00013519488373531002,0.00137552393524645,8.413607101753041e-05,0.0,2.89034579800695e-05,0.01564058917010628
8.529586756019259e-05,0.0,0.0013422942418846301,0.0113299180954491,0.0,0.000878522011320597,0.000149883194902831,0.00122663081934427,7.97503857472345e-05,0.0,3.34385510775116e-05,0.015125733167286368
8.65287527074755e-05,0.0,0.00136821758481864,0.0107587933094171,0.0,0.000975825548251876,0.000166438130106806,0.00110950068909653,7.783310797627621e-05,0.0,3.93707098321924e-05,0.014582507832206897
8.807584336569591e-05,0.0,0.00139759077075372,0.0101291378100649,0.0,0.00108535478362131,0.000184111869822031,0.00100664714308691,7.4717856461323e-05,0.0,4.69673276675305e-05,0.01401260340484342
8.9974368432576e-05,0.0,0.0014306947064800198,0.0094179837392618,0.0,0.00120979350949258,0.000205019397998133,0.000907984321980942,7.09602546886095e-05,0.0,5.58233057651535e-05,0.013388233604099815
9.27229198538318e-05,0.0,0.0014694280598365,0.00871168715399181,0.0,0.0013425692938741599,0.00022893683213874501,0.000819127740177501,6.791367678013321e-05,0.0,6.59696884531349e-05,0.012798355365105816
9.58349522816864e-05,0.0,0.00150933713160935,0.00806238521802288,0.0,0.0014832699538103599,0.000255047763141394,0.000746013707980588,6.565417328064e-05,0.0,7.77651688255177e-05,0.012295308068952415
0.000100124028499938,0.0,0.00155455708421483,0.0074444118199890295,0.0,0.00163544132725195,0.000285027257014252,0.000678259349690283,6.36112403180417e-05,0.0,9.201131207843621e-05,0.01185344341905676
0.000105340383561242,0.0,0.0016039764026564301,0.00683263135465818,0.0,0.00180234095835333,0.000319467488824481,0.000606421670554537,6.0893528808473e-05,0.0,0.00010881896412226801,0.011439890751538942
0.00011180421868068401,0.0,0.00165365781154964,0.00626799720887203,0.0,0.00198121922211105,0.000357848683350926,0.0005429117298159019,5.79567067289991e-05,0.0,0.000127274803705128,0.01110067038481436
0.0001196793294033,0.0,0.00170536641542869,0.00578391766299679,0.0,0.00216375150362358,0.00039918817887184504,0.000491336525449885,5.66342307531901e-05,0.0,0.000150259386500557,0.010870133233027837
0.000128902695139475,0.0,0.0017616009813911,0.00534501364330679,0.0,0.0023537508108044,0.000446312672056717,0.00044050172293379404,5.5188575015654e-05,0.0,0.000176719053092328,0.010707990153740259
0.000139564474567516,0.0,0.0018186924435116103,0.0049488291096778,0.0,0.00255088785839364,0.0004976860639759519,0.000393489250965458,5.22617370068106e-05,0.0,0.000206137314142933,0.010607548252241722
0.000151900861755143,0.0,0.00188240413563305,0.00456785431175902,0.0,0.00276357167607792,0.000556968124705267,0.000350740855417306,5.04564624507886e-05,0.0,0.00024097547064176603,0.010564871898440261
0.000166893132555623,0.0,0.0019511113919884,0.00421300117762373,0.0,0.00297630086318847,0.0006238194349684879,0.000312369337017957,4.9172891735257795e-05,0.0,0.000280313082080426,0.010572981311158353
0.000182748793592676,0.0,0.00201705444363281,0.00390517812037889,0.0,0.00318544126942471,0.0006943237661207259,0.00028149269975974504,4.795782173372879e-05,0.0,0.000324071037567737,0.010638267952211023
0.000200217574606948,0.0,0.00208429432281633,0.00361767109262166,0.0,0.0033953746195648,0.0007722188463054401,0.00025398344560655496,4.69846278694745e-05,0.0,0.000371623929080804,0.010742368458472012
0.000218708675392726,0.0,0.00215484900195233,0.00333039984552989,0.0,0.00360272797639236,0.000860291642585927,0.000228888907689448,4.5479317584524396e-05,0.0,0.000427508416251436,0.010868853783378641
0.00024048102050459503,0.0,0.00222562706134154,0.00305970026090911,0.0,0.0038061762035183,0.000956259172096533,0.000207535613140255,4.4756743030280996e-05,0.0,0.000489308357316598,0.011029844431857212
0.000262569752504505,0.0,0.0022974264248002397,0.0028132608430424103,0.0,0.00399059324379255,0.0010583046357876698,0.00018894056438418602,4.36312856991724e-05,0.0,0.000553785869771299,0.011208512619782035
0.00028597910389397205,0.0,0.0023705483004872,0.00258088901867778,0.0,0.004164464260383111,0.00117091186553385,0.000172787525448461,4.19031088043341e-05,0.0,0.000625274319380286,0.011412757502608995
0.000310853416532849,0.0,0.00244034185659503,0.00235783173043354,0.0,0.00432465187903201,0.00129230115519422,0.00015837253708861102,4.11113200474824e-05,0.0,0.000699913930305208,0.011625377825228952
0.000337297051721118,0.0,0.00251082085520226,0.00214275127448477,0.0,0.00446570059906145,0.00142782697162767,0.000146012984323589,4.08054339569677e-05,0.0,0.000783559120449476,0.0118547742908273
0.000365762370914483,0.0,0.00258160591847399,0.0019459260023184301,0.0,0.0045772444773010705,0.0015742700203352099,0.000135722444779846,4.04398139181591e-05,0.0,0.000871783999058747,0.012092755047099933
0.000394219969914002,0.0,0.0026542129252561603,0.0017712662721045699,0.0,0.00466634223197346,0.00172466807299658,0.000125420277085201,3.96993916697576e-05,0.0,0.0009633933833718471,0.012339222524371578
0.000423315460931495,0.0,0.0027244735309269897,0.00161120019037308,0.0,0.00472995542302341,0.00188121998422394,0.000116293222635971,3.88107376641711e-05,0.0,0.00106171383522675,0.012586982385005805
0.00045367939988880194,0.0,0.0027920632073849603,0.0014586760547234301,0.0,0.00475398304870405,0.00205368473321284,0.000106630145313236,3.86716288050132e-05,0.0,0.00116447375595111,0.012821861973983441
0.0004851776220784,0.0,0.00286197021292425,0.00132086075543739,0.0,0.0047530465247356294,0.0022328274750870103,9.867530700154509e-05,3.8714225097833706e-05,0.0,0.00126977399956604,0.013061046121928098
0.0005162912257315389,0.0,0.00293056399088304,0.0012050952668446,0.0,0.00472882952874867,0.00241137017223173,9.3287034710195e-05,3.81081218218718e-05,0.0,0.0013759358451087302,0.013299481186080377
0.0005472860193869559,0.0,0.0029938806924958102,0.0011021114128413698,0.0,0.00467218668897185,0.00259649512214134,8.612863172658299e-05,3.72089529238519e-05,0.0,0.0014842696171655401,0.013519567137653302
0.000578319650846212,0.0,0.0030587109734321,0.00100903811758646,0.0,0.00459212645451197,0.00278327275260702,8.0435884134452e-05,3.68584493443373e-05,0.0,0.0015919882511496802,0.01373075053361223
0.000609475268827968,0.0,0.00312630213911545,0.0009209709474123241,0.0,0.0044828931902505705,0.00297703566978117,7.52806049800369e-05,3.60270849363931e-05,0.0,0.00170322671300201,0.013931211618305923
0.0006414328327847941,0.0,0.0031911625281854,0.0008416590973605879,0.0,0.00435368572112804,0.00316862744879529,7.027847419500971e-05,3.5486862048616794e-05,0.0,0.0018133767538984398,0.014115709718396176
0.000672317151917951,0.0,0.00325295447020056,0.000774519881689394,0.0,0.0042122744307381,0.00335011651095618,6.63398453171458e-05,3.47630677628244e-05,0.0,0.0019150607466814898,0.014278346105263646
0.0007023036295263179,0.0,0.00331711728781998,0.000712172285317215,0.0,0.00405978437348272,0.0035260109381856797,6.37080585791026e-05,3.3478461828256796e-05,0.0,0.00201785952956081,0.014432434564300082
0.000731594587159879,0.0,0.00337966910947512,0.000651091785874014,0.0,0.00388621405928886,0.0036930117483909204,6.0849718489682104e-05,3.2939458630288204e-05,0.0,0.00212290501554354,0.014558275482852302
0.000761691521103582,0.0,0.0034397339312592697,0.000597675089942625,0.0,0.0037087057876565702,0.00385216441486675,5.8312722277426e-05,3.2927609925969395e-05,0.0,0.00222104448336615,0.014672255560398344
0.000789793738357064,0.0,0.003502344918613,0.000550007746759975,0.0,0.0035385659562447297,0.00399595313796399,5.68879325569255e-05,3.31917756947743e-05,0.0,0.0023146049341947602,0.01478135014038522
0.000816708446114616,0.0,0.0035647746090586,0.000504804217003328,0.0,0.00336299682859034,0.0041169137916652,5.47368447171668e-05,3.27451220268108e-05,0.0,0.0024015833217414,0.014855263180917462
0.000843292059143096,0.0,0.0036260545598769795,0.000463133885722666,0.0,0.00318255838666252,0.00422413080934531,5.2673634138726503e-05,3.19819567375842e-05,0.0,0.00248605904750983,0.014909884339136713
0.000869297304770215,0.0,0.00368720151973052,0.000424367959763708,0.0,0.0030077258352895,0.00431275466970629,5.0927300155074104e-05,3.14244078513188e-05,0.0,0.00256959098711308,0.014953289984379704
0.0008941840621526051,0.0,0.00374944860374906,0.000389591360991164,0.0,0.0028453858586072,0.004376134003942871,4.930221013369221e-05,3.1530523659496e-05,0.0,0.00264539696507341,0.014980973588309498
0.000916968842115677,0.0,0.00381083901841804,0.000356131074785317,0.0,0.00268235240611924,0.00441664836214025,4.70180857072815e-05,3.07284375743057e-05,0.0,0.00271196988993837,0.014972656116798478
0.000939236914035865,0.0,0.0038724816767883898,0.000326889741326716,0.0,0.00252917619640385,0.00443320965513157,4.51248224051506e-05,2.9561901736046002e-05,0.0,0.00277655613069836,0.014952237038525945
0.000960439091155793,0.0,0.0039367197926533,0.000299291798435839,0.0,0.00237868492446662,0.00442239374552904,4.40930885688187e-05,2.90210703517031e-05,0.0,0.00283551558183834,0.014906159092999452
0.000980638870942679,0.0,0.0039984732736363104,0.000273750751918772,0.0,0.00223257229770889,0.0043903085371368,4.37662762443628e-05,2.8824135046761304e-05,0.0,0.00288780352549235,0.014836137668126926
0.000999328999413479,0.0,0.0040616310957628295,0.000252511464834913,0.0,0.00209799172909357,0.00434112155359351,4.2884335516523206e-05,2.8919519910640804e-05,0.0,0.00293922747077714,0.014763616168902606
0.00101809432450782,0.0,0.0041275105405761,0.000233177731962311,0.0,0.00197390366272678,0.0042752060655476,4.14888059214787e-05,2.8486616046596302e-05,0.0,0.00298638589564931,0.014684253642937996
0.00103509268787424,0.0,0.0041909498016609,0.000214977287301047,0.0,0.00185645455561026,0.00419243148978702,4.1044493998765995e-05,2.73963340340587e-05,0.0,0.00302742287961668,0.014585769529882971
0.00105035640425079,0.0,0.00425725549053879,0.000197293250915422,0.0,0.0017377948565318,0.00408507954649879,3.96168486820594e-05,2.7074916081414497e-05,0.0,0.00306024051234904,0.014454711825848105
0.00106576704718706,0.0,0.00432460588904347,0.000181760465485471,0.0,0.00162489138973804,0.00396451918859571,3.815526570845129e-05,2.6759214409654103e-05,0.0,0.0030924025272519398,0.014318860987419798
0.00107901694730656,0.0,0.0043924007916189,0.000167512774178464,0.0,0.0015232055967290099,0.00383994233190669,3.83480268466325e-05,2.59061342864464e-05,0.0,0.00312747996700652,0.014193812569879224
0.00109271595660102,0.0,0.0044580516356859,0.00015530178864371101,0.0,0.00142614842069854,0.0037061120133409296,3.80237838414904e-05,2.5828535679771104e-05,0.0,0.0031549906576786397,0.014057172792170003
0.00110518593844474,0.0,0.00452517702533327,0.00014455393053224,0.0,0.00133039976645995,0.00356264484215856,3.5989361715747704e-05,2.5496724954471103e-05,0.0,0.0031769747615028,0.013906422351101781
0.00111572309592655,0.0,0.0045965085971811205,0.00013394472034032,0.0,0.00124024753893667,0.00341272820905345,3.43371626767943e-05,2.50274224996892e-05,0.0,0.0031968273459143,0.013755344092528893
0.00112581586318686,0.0,0.00466908286974282,0.000124302800155905,0.0,0.00115818248194855,0.0032661681091728603,3.4832267615072803e-05,2.42450386435369e-05,0.0,0.0032115566924773103,0.013614186122942917
0.0011349323670216199,0.0,0.00473584165486869,0.000115335680031869,0.0,0.00107917561550164,0.00311988702791421,3.41166718045318e-05,2.40798165614091e-05,0.0,0.0032250314218943603,0.013468400255598329
0.00114279510072028,0.0,0.004803039293389,0.000107915876832492,0.0,0.00100535215872659,0.0029711185565757,3.31224859656366e-05,2.42548525349012e-05,0.0,0.00323897626246319,0.01332657458720779
0.00115075896972793,0.0,0.0048754623758715705,9.995987166500809e-05,0.0,0.000932912997260617,0.00282245904155543,3.26294076060189e-05,2.3647857610081e-05,0.0,0.00324950114169487,0.013187331662991526
0.00115647152553612,0.0,0.00494220070246647,9.22854357567527e-05,0.0,0.0008653328719789,0.0026752788810688,3.21216328700815e-05,2.26226879757233e-05,0.0,0.0032544415166396302,0.013040755254292479
